Combined localizations
 "C:\7D2D\Custom\5th_Day_Reloaded\Mods\localization.txt "
 "C:\7D2D\Custom\5th_Day_Reloaded\Mods\0-ByteblazarsNoBlurryTextures\localization.txt "
 "C:\7D2D\Custom\5th_Day_Reloaded\Mods\0-Material Modifier\localization.txt "
 "C:\7D2D\Custom\5th_Day_Reloaded\Mods\0-SCore-2.6.21.1949\localization.txt "
 "C:\7D2D\Custom\5th_Day_Reloaded\Mods\0-SCore-2.6.21.1949\.idea\localization.txt "
 "C:\7D2D\Custom\5th_Day_Reloaded\Mods\0-SCore-2.6.21.1949\.idea\.idea.0-SCore.dir\localization.txt "
 "C:\7D2D\Custom\5th_Day_Reloaded\Mods\0-SCore-2.6.21.1949\.idea\.idea.0-SCore.dir\.idea\localization.txt "
 "C:\7D2D\Custom\5th_Day_Reloaded\Mods\0-SCore-2.6.21.1949\.vs\localization.txt "
 "C:\7D2D\Custom\5th_Day_Reloaded\Mods\0-SCore-2.6.21.1949\Caves\localization.txt "
 "C:\7D2D\Custom\5th_Day_Reloaded\Mods\0-SCore-2.6.21.1949\Caves\Stamps\localization.txt "
 "C:\7D2D\Custom\5th_Day_Reloaded\Mods\0-SCore-2.6.21.1949\Caves\StampsV2\localization.txt "
Key,English,French,german,russian
ZombieINC_challenge_tier2_Survival_offer,Quests,Quest Info,,x,"The mission consists of only one thing: Survive!\n\nYou have been assigned to [DECEA3]{poi.name}[-]. You don't need to kill the zombies if you don't want to; you just need to attract their attention as much as possible while our scouts are on a secret mission."
ZombieINC_challenge_tier2_Survival_completion,Quests,Quest Info,,x,"Again, nothing productive. But a deal is a deal; here's your reward!"
ZombieINC_challenge_tier2_Survival_response,Quests,Quest Info,,x,Survival ([DECEA3]{poi.distance}{poi.direction}[-])
ZombieINC_challenge_tier2_Survival_statement,Quests,Quest Info,,x,"We still don't trust you enough to give you more details about the secret mission!"



ZombieINC_challenge_tier3_Survival_name,Quests,Quest Info,,x,Tier 3 Survival
ZombieINC_challenge_tier3_Survival_subtitle,Quests,Quest Info,,x,Don't Stop Running
ZombieINC_challenge_tier3_Survival_description,Quests,Quest Info,,x,"Well, I'm getting used to this, and I don't think that's a good sign. I managed to hear a few more snippets, and it seems like they're discussing how the zombies are behaving very differently from their usual selves, as if someone or a group is behind it."
ZombieINC_challenge_tier3_Survival_offer,Quests,Quest Info,,x,"The mission consists of only one thing: Survive!\n\nYou have been assigned to [DECEA3]{poi.name}[-]. You don't need to kill the zombies if you don't want to; you just need to attract their attention as much as possible while our scouts are on a secret mission."
ZombieINC_challenge_tier3_Survival_completion,Quests,Quest Info,,x,"It seems like today we got some piece of information. But it's still not the time for you to know. Take it, here's your reward!"
ZombieINC_challenge_tier3_Survival_response,Quests,Quest Info,,x,Survival ([DECEA3]{poi.distance}{poi.direction}[-])
ZombieINC_challenge_tier3_Survival_statement,Quests,Quest Info,,x,"We can't give you all the details of the secret mission, but things are going well!"



ZombieINC_challenge_tier4_Survival_name,Quests,Quest Info,,x,Tier 4 Survival
ZombieINC_challenge_tier4_Survival_subtitle,Quests,Quest Info,,x,Run Faster
ZombieINC_challenge_tier4_Survival_description,Quests,Quest Info,,x,"The missions are getting tougher, I don't know if I can keep up. This time, they revealed more information about what's happening. Apparently, they observed some people interacting with zombies in very suspicious ways. I remember seeing something like this when I was a child, and the world was still normal, in a TV series. I think the name was 'The Running Deads.'"
ZombieINC_challenge_tier4_Survival_offer,Quests,Quest Info,,x,"The mission consists of only one thing: Survive!\n\nYou have been assigned to [DECEA3]{poi.name}[-]. You don't need to kill the zombies if you don't want to; you just need to attract their attention as much as possible while our scouts are on a mission."
ZombieINC_challenge_tier4_Survival_completion,Quests,Quest Info,,x,"We haven't gathered all the information yet, but things might be about to change. Take your reward!"
ZombieINC_challenge_tier4_Survival_response,Quests,Quest Info,,x,Survival ([DECEA3]{poi.distance}{poi.direction}[-])
ZombieINC_challenge_tier4_Survival_statement,Quests,Quest Info,,x,"Your help has been essential in the scouts' mission."



ZombieINC_challenge_tier5_Survival_name,Quests,Quest Info,,x,Tier 5 Survival
ZombieINC_challenge_tier5_Survival_subtitle,Quests,Quest Info,,x,Running at the Limit
ZombieINC_challenge_tier5_Survival_description,Quests,Quest Info,,x,"Last time I almost died, I'm already at my limit. Well, it's almost certain that there's another group in the city vying for power. The Network of Traders is quite extensive, and it seems that there are real wars happening in other places. Humans against humans, who would have thought..."
ZombieINC_challenge_tier5_Survival_offer,Quests,Quest Info,,x,"The mission consists of only one thing: Survive!\n\nYou have been assigned to [DECEA3]{poi.name}[-]. You don't need to kill the zombies if you don't want to; you just need to attract their attention as much as possible while our scouts are on a mission. This one is very promising !"
ZombieINC_challenge_tier5_Survival_completion,Quests,Quest Info,,x,"Things are rough out there; this time our scouts got into a skirmish with some zombies that the bandits left in an ambush. But fortunately, we still got valuable information. Take it, here's your reward! That phrase must be lingering in your mind, hahahahaha!"
ZombieINC_challenge_tier5_Survival_response,Quests,Quest Info,,x,Survival ([DECEA3]{poi.distance}{poi.direction}[-])
ZombieINC_challenge_tier5_Survival_statement,Quests,Quest Info,,x,"Don't fail at any cost; this scout mission seems to be bringing significant results."



ZombieINC_challenge_tier6_Survival_name,Quests,Quest Info,,x,Tier 6 Survival
ZombieINC_challenge_tier6_Survival_subtitle,Quests,Quest Info,,x,The Fastest Runner
ZombieINC_challenge_tier6_Survival_description,Quests,Quest Info,,x,"They told me this is the last time I need to do this. I need to be the fastest to survive. Last time, we discovered the way they modify the zombies and control them remotely. This use of shocks to control the zombies for specific tasks is madness. A true Mad Max!"
ZombieINC_challenge_tier6_Survival_offer,Quests,Quest Info,,x,"The mission consists of only one thing: Survive!\n\nYou have been assigned to [DECEA3]{poi.name}[-]. You don't need to kill the zombies if you don't want to; you just need to attract their attention as much as possible while our scouts are on a mission. This should be the last one, stay prepared!"
ZombieINC_challenge_tier6_Survival_completion,Quests,Quest Info,,x,"We managed to locate some of their abandoned bases. We concluded that they haven't fully settled in the city yet; they must be waiting for an [DECEA3]update[-] from their leaders on what to do. We have everything we need. Here's your share. You've done a great deal for our cause!"
ZombieINC_challenge_tier6_Survival_response,Quests,Quest Info,,x,Survival ([DECEA3]{poi.distance}{poi.direction}[-])
ZombieINC_challenge_tier6_Survival_statement,Quests,Quest Info,,x,"It's been a good journey with you so far. Now everything will become clear!"



ZombieINC_Survival_Message_MissionWillFail,buffs,,,x,"| [FF6600]Player's Mind:[-] There are no zombies seeing you from the city, move yourself or the mission will fail!"

ZombieINC_Survival_VehicleBlockerEvent_Chat,gameevents,,,X,"| [FF6600]Player's Mind:[-] I can't drive a vehicle. The mission will fail if I insist"
ZombieINC_Survival_VehicleBlockerEvent_BeltTooltip,gameevents,,,X,"You can't Drive a vehicle"

ZombieINC_WorkAround_Survival_Reward_name,Quest,Quest Info,,X,"Survival Quest Completed"
ZombieINC_WorkAround_Survival_Reward_subtitle,Quest,Quest Info,,X,"Survival Quest Completed"
ZombieINC_WorkAround_Survival_Reward_desc,Quest,Quest Info,,X,"Survival Quest Completed"
 "C:\7D2D\Custom\5th_Day_Reloaded\Mods\3 - Zombie Inc. Apocalyptic Quests Survival\Config\localization.txt "
 "C:\7D2D\Custom\5th_Day_Reloaded\Mods\3 - Zombie Inc. Apocalyptic Quests The Cult\localization.txt "
Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,spanish,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese


ZombieINC_KillBossWitch_key,Quest,Quest Info,,X,the Witch Zombie,,,,,,,,,,,,,
ZombieINC_KillBossWitchInfested_key,Quest,Quest Info,,X,the Mother,,,,,,,,,,,,,

ZombieINC_BossWitch,entityclasses,Entity,,x,The Witch Boss
ZombieINC_BossWitchInfested,entityclasses,Entity,,x,The Mother
ZombieINC_BossWitchMinionInfested,entityclasses,Entity,,x,Lower Clergy Witch

ZombieINC_KillMiniBossBoneKnife_key,Quest,Quest Info,,X,the Lower Priest,,,,,,,,,,,,,
ZombieINC_KillCultistBoneKnife_key,Quest,Quest Info,,X,the Cultists With The Knife,,,,,,,,,,,,,
ZombieINC_KillCultist2BoneKnife_key,Quest,Quest Info,,X,the Cultists With The Knife,,,,,,,,,,,,,

ZombieINC_challenge_BoneKnife_name,Quests,Quest Info,,x,"Signature Weapon Mission"
ZombieINC_challenge_BoneKnife_subtitle,Quests,Quest Info,,x,"Bone Knife"
ZombieINC_challenge_BoneKnife_description,Quests,Quest Info,,x,"[Signature Weapon Mission] There's a myth circulating among our crew, claiming that there's an excellent knife buried somewhere in this region. The catch is, one of our scouts has reliable information about its location. People say the knife is cursed with black magic—can you believe it? Well, you paid a hell of a lot of money for this piece of information, so it better be a damn sharp knife at the very least."
ZombieINC_challenge_BoneKnife_offer,Quests,Quest Info,,x,"[Signature Weapon Mission] There's a myth circulating among our crew, claiming that there's an excellent knife buried somewhere in this region. The catch is, one of our scouts has reliable information about its location. People say the knife is cursed with black magic—can you believe it? Well, you paid a hell of a lot of money for this piece of information, so it better be a damn sharp knife at the very least."
ZombieINC_challenge_BoneKnife_completion,Quests,Quest Info,,x,"What you are telling me is BULLSHIT! Cultists?! Witches!? Intense fog!? The weather was normal the entire time. In the end, it was just a bone knife. What a waste of time and money."
ZombieINC_challenge_BoneKnife_response,Quests,Quest Info,,x,"PlaceHolder"
ZombieINC_challenge_BoneKnife_statement,Quests,Quest Info,,x,"PlaceHolder"

ZombieINC_Quest_BoneKnife,items,item,,x,"[Experimental Weapon] Bone Knife"
ZombieINC_Quest_BoneKnife_Desc,items,item,,x,"[Experimental Weapon Mission] There's a myth circulating among our crew, claiming that there's an excellent knife buried somewhere in this region. The catch is, one of our scouts has reliable information about its location. People say the knife is cursed with black magic—can you believe it? Well, you paid a hell of a lot of money for this piece of information, so it better be a damn sharp knife at the very least."


ZombieINC_Prototype_meleeWpnBladeT0BoneKnife,items,item,,x,"Cursed Bone Knife (Prototype)"
ZombieINC_Prototype_meleeWpnBladeT0BoneKnifeDesc,items,item,,x,"[Cursed Bone Knife Prototype]"

ZombieINC_meleeWpnBladeT0BoneKnife,items,item,,x,Cursed Bone Knife
ZombieINC_meleeWpnBladeT0BoneKnifeDesc,items,item,,x,"[Cursed Bone Knife] Everybody keeps saying that I'm crazy, but I SWEAR I can see bones coming out from my hand and absorbing my blood as I hold this knife."

ZombieINC_Mission_meleeWpnBladeT0BoneKnife,items,item,,x,Cursed Bone Knife (Thirsty)
ZombieINC_Mission_meleeWpnBladeT0BoneKnifeDesc,items,item,,x,"[Cursed Bone Knife]"

ZombieINC_meleeWpnBladeT0BoneKnife_Inactive,items,item,,x,Cursed Bone Knife (Inactivated)
ZombieINC_meleeWpnBladeT0BoneKnifeDesc_Inactive,items,item,,x,"[Cursed Bone Knife]"

ZombieINC_BossWitchDisableItemsPlayerBuff_MessageKey,buffs,,,,"you are shaking with fear"

ZombieINC_KillBossPriest_key,Quest,Quest Info,,X,the Priest,,,,,,,,,,,,,
ZombieINC_KillBossMotherInfested_key,Quest,Quest Info,,X,the Mother,,,,,,,,,,,,,
ZombieINC_KillBossFatherInfested_key,Quest,Quest Info,,X,the Father,,,,,,,,,,,,,
ZombieINC_KillBossPenitenceInfested_key,Quest,Quest Info,,X,the Penitence,,,,,,,,,,,,,
ZombieINC_KillBossFarmerInfested_key,Quest,Quest Info,,X,the Farmer,,,,,,,,,,,,,

ZombieINC_BossPriest,entityclasses,Entity,,x,The Priest
ZombieINC_BossFatherInfested,entityclasses,Entity,,x,The Father
ZombieINC_BossPenitenceInfested,entityclasses,Entity,,x,The Penitence
ZombieINC_BossFarmerInfested,entityclasses,Entity,,x,The Farmer

ZombieINC_candle,item_modifiers,mod,,x,"Ritual's Candle"
ZombieINC_candle_desc,item_modifiers,mod,,x,"Press 'F' to activate the vampiric mode"

ZombieINC_churchBell,item_modifiers,mod,,x,"Ritual's Pocket Bell"
ZombieINC_churchBell_desc,item_modifiers,mod,,x,""

ZombieINC_Quest_Priest,items,item,,x,"Mysterious Note #0"
ZombieINC_Quest_Priest_Desc,items,item,,x,"You see pieces of what seems to be someone's diary. There are various different handwritings, with varying shapes and sizes. It looks like some parts were written in a hurry. There is also a part that is written with blood"
ZombieINC_drinkJarRedTea_Priest,items,item,,x,"Suspicious Tea"
ZombieINC_drinkJarRedTea_Priest_Desc,items,item,,x,"Just a Suspicious Tea, don't be afraid..."

ZombieINC_Quest_MotherInfested,items,item,,x,"Mysterious Note #3"
ZombieINC_Quest_MotherInfested_Desc,items,item,,x,"Another Fragment of This Crazy Guy's Diary. This Seems Like Something From a Very Sinister Cult"
ZombieINC_drinkJarRedTea_Mother,items,item,,x,"Suspicious Tea"
ZombieINC_drinkJarRedTea_Mother_Desc,items,item,,x,"Just a Suspicious Tea, don't be afraid..."

ZombieINC_Quest_PenitenceInfested,items,item,,x,"Mysterious Note #5"
ZombieINC_Quest_PenitenceInfested_Desc,items,item,,x,"Another Fragment of the Diary. I'm Not Sure If It's Just Me Going Crazy or the Guy Who Wrote This Diary. I'm Starting to See a Lot of Strange Things"
ZombieINC_drinkJarRedTea_Penitence,items,item,,x,"Suspicious Tea"
ZombieINC_drinkJarRedTea_Penitence_Desc,items,item,,x,"Just a Suspicious Tea, don't be afraid..."

ZombieINC_Quest_FarmerInfested,items,item,,x,"Mysterious Note #7"
ZombieINC_Quest_FarmerInfested_Desc,items,item,,x,"Another Fragment of the truth. I think I'm getting closer."
ZombieINC_drinkJarRedTea_Farmer,items,item,,x,"Suspicious Tea"
ZombieINC_drinkJarRedTea_Farmer_Desc,items,item,,x,"Just a Suspicious Tea, don't be afraid..."

ZombieINC_Quest_FatherInfested,items,item,,x,"Mysterious Note #9"
ZombieINC_Quest_FatherInfested_Desc,items,item,,x,"The Last Piece that I needed. Everything will be enlightened"
ZombieINC_drinkJarRedTea_Father,items,item,,x,"Revelation's Tea"
ZombieINC_drinkJarRedTea_Father_Desc,items,item,,x,"The Revelation's Tea, I'm not Afraid !"

ZombieINC_churchBell1x2x1,blocks,block,,x,"Holy Bell"
ZombieINC_churchBell1x2x1_1,blocks,block,,x,"Holy Bell"
ZombieINC_churchBell1x2x1_2,blocks,block,,x,"Holy Bell"
ZombieINC_churchBell1x2x1_3,blocks,block,,x,"Holy Bell"
ZombieINC_churchBell1x2x1_4,blocks,block,,x,"Holy Bell"
ZombieINC_churchBell1x2x1_5,blocks,block,,x,"Holy Bell"

ZombieINC_spawnRitual_1_TheCult_Desc,blocks,block,,x,"'The Ritual will only work in [9b0000]PINE FOREST BIOME'[-]"
ZombieINC_spawnRitual_2_TheCult_Desc,blocks,block,,x,"'The Ritual will only work in [9b0000]PINE FOREST BIOME'[-]"
ZombieINC_spawnRitual_3_TheCult_Desc,blocks,block,,x,"'The Ritual will only work in [9b0000]PINE FOREST BIOME'[-]"
ZombieINC_spawnRitual_4_TheCult_Desc,blocks,block,,x,"'The Ritual will only work in [9b0000]PINE FOREST BIOME'[-]"
ZombieINC_spawnRitual_5_TheCult_Desc,blocks,block,,x,"'The Ritual will only work in [9b0000]PINE FOREST BIOME'[-]"
ZombieINC_spawnRitual_6_TheCult_Desc,blocks,block,,x,"'The Ritual will only work in [9b0000]PINE FOREST BIOME'[-]"



ZINCRitual_name_key,Quest,Quest Info,,,"Instruction to make a ritual"
ZINCRitual_subtitle_key,Quest,Quest Info,,,"Do you want to know the truth ?"
ZINCRitual_description_key,Quest,Quest Info,,,"Mysterious Note 0#:\n\nYou see pieces of what seems to be someone's diary. There are various different handwritings, with varying shapes and sizes. It looks like some parts were written in a hurry. There is also a part that is written with blood.\n\n\n'The Ritual will only work in [9b0000]PINE FOREST BIOME'[-]"
ZINCRitual_offer_key,Quest,Quest Info,,,"Mysterious Note 0#:\n\nYou see pieces of what seems to be someone's diary. There are various different handwritings, with varying shapes and sizes. It looks like some parts were written in a hurry. There is also a part that is written with blood.\n\n\n'The Ritual will only work in [9b0000]PINE FOREST BIOME'[-]"

ZINCTCTRADER1_name_key,Quest,Quest Info,,,"Spread The Word"
ZINCTCTRADER1_subtitle_key,Quest,Quest Info,,,"Tell them the truth"
ZINCTCTRADER1_description_key,Quest,Quest Info,,,"Return to the Trader to share the news"
ZINCTCTRADER1_completion_key,Quest,Quest Info,,,"I think all this radiation has made you go crazy. Those zombies you killed are just regular screamers. Hey, wait, where are you going now?"

ZINCTCTRADER1_hint1,Quest,Quest Info,,,"Talk to Trader Rekt"
ZINCTCTRADER1_message,Quest,Quest Info,,,""
ZINCTCTRADER1_title,Quest,Quest Info,,,"Revelation"

ZINCTCTRADER2_name_key,Quest,Quest Info,,,"Spread The Word"
ZINCTCTRADER2_subtitle_key,Quest,Quest Info,,,"Tell them the truth"
ZINCTCTRADER2_description_key,Quest,Quest Info,,,"Return to the Trader to share the news"
ZINCTCTRADER2_completion_key,Quest,Quest Info,,,"Are you really okay? Some people say they saw you collapsed in the middle of the woods, looking like you were having convulsions. You need to ease up on whatever it is you're using..."
